bt,ownerNo,modelYear,price,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City
Hatchback,1,2021,₹ 7.60 Lakh,Petrol,Third Party insurance,29093 Kms,Manual,2021.0,18.6 kmpl,5 Speed,Chennai
Sedan,1,2018,₹ 7.85 Lakh,Diesel,Comprehensive,54408 Kms,Automatic,2020.0,23.8 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 7.45 Lakh,Petrol,Third Party insurance,16000 Kms,Manual,2019.0,21.01 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 20 Lakh,Diesel,Comprehensive,100000 Kms,Automatic,2019.0,12.62 kmpl,6 Speed,Chennai
Hatchback,1,2016,₹ 2.70 Lakh,Petrol,Comprehensive,56876 Kms,Manual,2018.0,22.7 kmpl,5-Speed,Chennai
Hatchback,1,2014,₹ 4.50 Lakh,Diesel,Comprehensive,50000 Kms,Manual,2020.0,22.07 kmpl,5 Speed,Chennai
Sedan,2,2015,₹ 4.20 Lakh,Petrol,Comprehensive,84505 Kms,Manual,2018.0,18.6 kmpl,5 Speed,Chennai
MUV,1,2021,₹ 27.90 Lakh,Diesel,Third Party,34000 Kms,Automatic,2021.0,12 kmpl,6 Speed,Chennai
Hatchback,1,2020,₹ 5.50 Lakh,Petrol,Third Party insurance,22305 Kms,Manual,2017.0,21.79 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 4.21 Lakh,Petrol,Comprehensive,33573 Kms,Manual,2021.0,23.01 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 3.03 Lakh,Petrol,Comprehensive,33615 Kms,Manual,2019.0,22.7 kmpl,5-Speed,Chennai
Hatchback,2,2018,₹ 7.80 Lakh,Petrol,Comprehensive,30000 Kms,Automatic,2018.0,18.2 kmpl,5 Speed,Chennai
Sedan,1,2020,₹ 6.43 Lakh,Petrol,Comprehensive,34935 Kms,Manual,2019.0,20.3 kmpl,5 Speed,Chennai
Hatchback,2,2018,₹ 4.74 Lakh,Petrol,Third Party insurance,66511 Kms,Automatic,2018.0,23.1 kmpl,5 Speed,Chennai
Sedan,1,2021,₹ 42 Lakh,Petrol,Comprehensive,24000 Kms,Automatic,2019.0,19.16 kmpl,6 Speed,Chennai
Sedan,1,2017,₹ 6.44 Lakh,Petrol,Comprehensive,68979 Kms,Manual,2020.0,21.21 kmpl,5 Speed,Chennai
MUV,1,2021,₹ 12 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2018.0,19.01 kmpl,5 Speed,Chennai
Hatchback,2,2019,₹ 5.19 Lakh,Petrol,Comprehensive,45161 Kms,Automatic,2018.0,20.51 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 8.11 Lakh,Diesel,Third Party insurance,42917 Kms,Manual,2016.0,23 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 7.25 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2016.0,21.01 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 7.25 Lakh,Petrol,Comprehensive,32000 Kms,Automatic,2015.0,19.56 kmpl,CVT,Chennai
Hatchback,1,2019,₹ 7.50 Lakh,Diesel,Third Party insurance,40000 Kms,Manual,2015.0,22.54 kmpl,6 Speed,Chennai
Sedan,1,2020,₹ 9.50 Lakh,Petrol,Comprehensive,29911 Kms,Manual,2018.0,17.4 kmpl,5 Speed,Chennai
Sedan,1,2018,₹ 9.25 Lakh,Petrol,Comprehensive,23000 Kms,Automatic,2017.0,17 kmpl,6 Speed,Chennai
Sedan,2,2018,₹ 5.25 Lakh,Diesel,Comprehensive,100000 Kms,Manual,2010.0,22.95 kmpl,5 Speed,Chennai
MUV,1,2016,₹ 18.75 Lakh,Diesel,Third Party insurance,42000 Kms,Manual,2015.0,13.68 kmpl,5 Speed,Chennai
Sedan,1,2016,₹ 26.50 Lakh,Diesel,Zero Dep,58000 Kms,Automatic,2018.0,19.27 kmpl,7 Speed,Chennai
Hatchback,1,2015,₹ 5.50 Lakh,Diesel,Comprehensive,53764 Kms,Manual,2012.0,25.2 kmpl,5 Speed,Chennai
Hatchback,1,2015,₹ 5 Lakh,Petrol,Third Party insurance,61455 Kms,Manual,2015.0,18.9 kmpl,5 Speed,Chennai
SUV,2,2018,₹ 12.09 Lakh,Petrol,Comprehensive,52732 Kms,Automatic,2014.0,16 kmpl,7 Speed,Chennai
Hatchback,2,2017,₹ 6.56 Lakh,Petrol,Comprehensive,61159 Kms,Automatic,2018.0,19 kmpl,5 Speed,Chennai
Hatchback,2,2010,₹ 2.95 Lakh,Petrol,Third Party insurance,90000 Kms,Manual,2020.0,17 kmpl,5 Speed,Chennai
Sedan,1,2015,₹ 4.31 Lakh,Petrol,Comprehensive,95296 Kms,Manual,2017.0,18 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 8.95 Lakh,Petrol,Comprehensive,106506 Kms,Manual,2023.0,15.8 kmpl,6 Speed,Chennai
Sedan,2,2012,₹ 15 Lakh,Diesel,Comprehensive,70000 Kms,Automatic,2020.0,16.73 kmpl,8 Speed Sport,Chennai
Hatchback,2,2015,₹ 3.92 Lakh,Petrol,Third Party,108551 Kms,Manual,2021.0,18.9 kmpl,5 Speed,Chennai
Sedan,1,2014,₹ 4.70 Lakh,Diesel,Third Party insurance,54186 Kms,Manual,2003.0,25.8 kmpl,5 Speed,Chennai
Sedan,1,2018,₹ 7.26 Lakh,Petrol,Comprehensive,106848 Kms,Automatic,2021.0,19 kmpl,CVT,Chennai
Sedan,2,2020,₹ 10.23 Lakh,Petrol,Third Party insurance,38464 Kms,Automatic,2020.0,16.35 kmpl,6 Speed,Chennai
Hatchback,1,2017,₹ 5 Lakh,Petrol,Comprehensive,59841 Kms,Manual,2018.0,20.89 kmpl,5 Speed,Chennai
SUV,1,2023,₹ 45.50 Lakh,Diesel,Third Party insurance,3000 Kms,Automatic,2018.0,,6 Speed with Sequential Shift,Chennai
SUV,1,2020,₹ 15.90 Lakh,Petrol,Third Party insurance,19649 Kms,Automatic,2014.0,,6-speed IVT,Chennai
Sedan,1,2021,₹ 56 Lakh,Diesel,Comprehensive,3300 Kms,Automatic,2017.0,19.62 kmpl,8-Speed Steptronic,Chennai
Sedan,3,2003,₹ 1.40 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2014.0,9 kmpl,,Chennai
SUV,1,2021,₹ 19 Lakh,Petrol,Third Party insurance,40000 Kms,Automatic,2020.0,14.2 kmpl,6-speed,Chennai
SUV,1,2020,₹ 14.25 Lakh,Petrol,Third Party insurance,27000 Kms,Automatic,2017.0,,IVT,Chennai
Hatchback,1,2018,₹ 4.10 Lakh,Petrol,Comprehensive,20950 Kms,Automatic,2016.0,23.95 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 12.50 Lakh,Diesel,Comprehensive,50000 Kms,Manual,2016.0,17.1 kmpl,6 Speed,Chennai
Hatchback,1,2014,₹ 1.25 Lakh,Petrol,Third Party insurance,39000 Kms,Manual,2017.0,25.4 kmpl,4 Speed,Chennai
SUV,1,2017,₹ 9.03 Lakh,Petrol,Third Party insurance,55927 Kms,Manual,2007.0,15.29 kmpl,6 Speed,Chennai
Hatchback,2,2014,₹ 4.88 Lakh,Petrol,Third Party,35325 Kms,Manual,2020.0,18.6 kmpl,5 Speed,Chennai
Hatchback,2,2020,₹ 6.60 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2015.0,21.01 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 6.04 Lakh,Petrol,Comprehensive,41248 Kms,Manual,2018.0,18.6 kmpl,5 Speed,Chennai
Hatchback,1,2016,₹ 4.17 Lakh,Petrol,Third Party insurance,70076 Kms,Manual,2018.0,23.84 kmpl,5 Speed,Chennai
SUV,1,2016,₹ 4.05 Lakh,Petrol,Comprehensive,128398 Kms,Manual,2012.0,16.82 kmpl,6 Speed,Chennai
Hatchback,3,2017,₹ 4.44 Lakh,Petrol,Comprehensive,20973 Kms,Automatic,2021.0,20.51 kmpl,5 Speed,Chennai
Hatchback,2,2007,₹ 2.20 Lakh,Petrol,Comprehensive,90000 Kms,Manual,2020.0,16.1 kmpl,5 Speed,Chennai
Sedan,1,2020,₹ 6.15 Lakh,Petrol,Comprehensive,98807 Kms,Manual,2015.0,20.5 kmpl,5-Speed,Chennai
Sedan,2,2015,₹ 3.96 Lakh,Petrol,Third Party insurance,102249 Kms,Manual,2016.0,18 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 6.50 Lakh,Petrol,Comprehensive,18837 Kms,Automatic,2018.0,18.9 kmpl,4 Speed,Chennai
SUV,1,2018,₹ 14 Lakh,Diesel,Third Party insurance,50000 Kms,Manual,2017.0,17.1 kmpl,6 Speed,Chennai
Hatchback,1,2012,₹ 2.10 Lakh,Petrol,Comprehensive,120000 Kms,Manual,2002.0,21.1 kmpl,5 Speed,Chennai
MUV,1,2021,₹ 24.75 Lakh,Diesel,Third Party insurance,19000 Kms,Automatic,2014.0,12 kmpl,6 Speed,Chennai
Hatchback,1,2020,₹ 4 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2021.0,22.05 kmpl,5 Speed,Chennai
Hatchback,1,2015,₹ 3.50 Lakh,Petrol,Comprehensive,128876 Kms,Automatic,2015.0,21.63 kmpl,5 Speed,Chennai
Hatchback,0,2016,₹ 4.30 Lakh,Petrol,Third Party insurance,37942 Kms,Manual,2017.0,20.51 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 5.15 Lakh,Petrol,Comprehensive,37300 Kms,Manual,2014.0,18.9 kmpl,5 Speed,Chennai
SUV,2,2017,₹ 37.50 Lakh,Diesel,Third Party,30000 Kms,Automatic,2019.0,17.9 kmpl,9 Speed,Chennai
Hatchback,1,2002,₹ 1.20 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2019.0,17.3 kmpl,5 Speed,Chennai
Hatchback,1,2014,₹ 4.92 Lakh,Diesel,Third Party,82784 Kms,Manual,2021.0,22.54 kmpl,6 Speed,Chennai
Sedan,1,2021,₹ 7.31 Lakh,Petrol,Comprehensive,63274 Kms,Manual,2019.0,22.41 kmpl,5 Speed,Chennai
Hatchback,1,2015,₹ 3.45 Lakh,Petrol,Third Party insurance,87521 Kms,Automatic,2017.0,23.95 kmpl,5 Speed,Chennai
Hatchback,2,2017,₹ 5.23 Lakh,Petrol,Third Party insurance,77388 Kms,Manual,2017.0,17.19 kmpl,5 Speed,Chennai
Hatchback,1,2014,₹ 3.02 Lakh,Petrol,Third Party insurance,114772 Kms,Manual,2017.0,20.51 kmpl,5 Speed,Chennai
MUV,1,2019,₹ 23 Lakh,Diesel,Comprehensive,40000 Kms,Manual,2017.0,13.68 kmpl,5 Speed,Chennai
MUV,2,2019,₹ 5 Lakh,Petrol,Comprehensive,62493 Kms,Manual,2016.0,19.83 kmpl,5 Speed,Chennai
Sedan,1,2021,₹ 13.50 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2017.0,18.6 kmpl,6 Speed,Chennai
Hatchback,1,2019,₹ 4.72 Lakh,Petrol,Third Party insurance,59985 Kms,Manual,2015.0,20.3 kmpl,5 Speed,Chennai
Sedan,2,2017,₹ 5.64 Lakh,Petrol,Comprehensive,104073 Kms,Manual,2022.0,20.73 kmpl,5 Speed,Chennai
Sedan,2,2017,₹ 4.10 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2019.0,25.4 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 4.70 Lakh,Diesel,Third Party insurance,120000 Kms,Manual,2017.0,27.28 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 6.30 Lakh,Petrol,Third Party insurance,53819 Kms,Automatic,2020.0,21.4 kmpl,CVT,Chennai
Hatchback,1,2016,₹ 3.75 Lakh,Diesel,Third Party insurance,98914 Kms,Manual,2019.0,25.83 kmpl,5 Speed,Chennai
Sedan,1,2017,₹ 5.20 Lakh,Diesel,Comprehensive,110000 Kms,Manual,2018.0,21.66 kmpl,5 Speed,Chennai
SUV,3,2015,₹ 10 Lakh,Diesel,Third Party insurance,110000 Kms,Manual,2018.0,16 kmpl,6 Speed ,Chennai
Sedan,1,2022,₹ 15.97 Lakh,Petrol,Comprehensive,4135 Kms,Manual,2017.0,17.4 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 8 Lakh,Petrol,Zero Dep,35000 Kms,Automatic,2018.0,17.4 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 5.75 Lakh,Petrol,Zero Dep,35983 Kms,Manual,2018.0,18.7 kmpl,5 Speed,Chennai
SUV,1,2020,₹ 20.50 Lakh,Diesel,Comprehensive,45000 Kms,Manual,2017.0,16.3 kmpl,6 Speed,Chennai
SUV,1,2019,₹ 14.22 Lakh,Diesel,Comprehensive,91109 Kms,Manual,2010.0,17 kmpl,6,Chennai
Sedan,1,2018,₹ 5.62 Lakh,Petrol,Comprehensive,23325 Kms,Manual,2018.0,20.14 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 6.90 Lakh,Petrol,Comprehensive,51690 Kms,Automatic,2018.0,18.2 kmpl,5 Speed,Chennai
Hatchback,2,2017,₹ 5.73 Lakh,Petrol,Third Party insurance,69786 Kms,Manual,2018.0,17.19 kmpl,5 Speed,Chennai
Sedan,2,2018,₹ 5.58 Lakh,Petrol,Third Party insurance,53612 Kms,Automatic,2011.0,20.3 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 5.80 Lakh,Petrol,Comprehensive,41502 Kms,Manual,2017.0,21.21 kmpl,5,Chennai
SUV,2,2017,₹ 6.84 Lakh,Petrol,Third Party insurance,43841 Kms,Manual,2023.0,17.5 kmpl,5 Speed,Chennai
Hatchback,2,2010,₹ 2.90 Lakh,Petrol,Third Party insurance,110000 Kms,Manual,2021.0,17 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 7.62 Lakh,Petrol,Third Party insurance,77380 Kms,Automatic,2020.0,14.8 kmpl,6 Speed,Chennai
Hatchback,1,2018,₹ 6.63 Lakh,Petrol,Comprehensive,69269 Kms,Manual,2008.0,21.1 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 8.70 Lakh,Diesel,Comprehensive,53060 Kms,Manual,2014.0,23.65 kmpl,5 Speed,Chennai
Sedan,2,2011,₹ 3.20 Lakh,Petrol,Third Party insurance,70000 Kms,Manual,2018.0,13.17 kmpl,5 Speed,Chennai
Sedan,1,2017,₹ 7.50 Lakh,Petrol,Third Party insurance,58071 Kms,Manual,2009.0,17 kmpl,5 Speed,Chennai
Sedan,1,2023,₹ 47.50 Lakh,Petrol,Third Party insurance,500 Kms,Automatic,2016.0,14.82 kmpl,7-Speed Steptronic,Chennai
SUV,1,2021,₹ 9.50 Lakh,Diesel,Third Party insurance,40000 Kms,Manual,2017.0,21.7 kmpl,5 Speed,Chennai
MUV,2,2020,₹ 10.25 Lakh,Petrol,Comprehensive,20000 Kms,Automatic,2013.0,17.99 kmpl,4 Speed,Chennai
Sedan,2,2008,₹ 2.45 Lakh,Petrol,Third Party insurance,68283 Kms,Manual,2014.0,17.5 kmpl,5 Speed,Chennai
Sedan,0,2014,₹ 3.95 Lakh,Petrol,Third Party insurance,73045 Kms,Manual,2018.0,18 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 10.80 Lakh,Diesel,Third Party insurance,49000 Kms,Manual,2019.0,22.1 kmpl,6 Speed,Chennai
MUV,1,2009,₹ 2 Lakh,Diesel,Third Party insurance,150000 Kms,Manual,2017.0,12.2 kmpl,5 Speed,Chennai
Hatchback,2,2016,₹ 6.08 Lakh,Petrol,Third Party insurance,47547 Kms,Manual,2016.0,18.6 kmpl,5 Speed,Chennai
Hatchback,2,2017,₹ 6.98 Lakh,Diesel,Comprehensive,100844 Kms,Manual,2015.0,21.19 kmpl,6 Speed,Chennai
Sedan,1,2013,₹ 3.35 Lakh,Diesel,Third Party insurance,158945 Kms,Manual,2015.0,24.7 kmpl,5 Speed,Chennai
Hatchback,1,2014,₹ 5.02 Lakh,Diesel,Comprehensive,111275 Kms,Manual,2012.0,22.54 kmpl,6 Speed,Chennai
SUV,2,2018,₹ 10.27 Lakh,Petrol,Third Party insurance,71770 Kms,Automatic,2022.0,14.8 kmpl,6 Speed,Chennai
Sedan,1,2019,₹ 9 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2012.0,17 kmpl,6 Speed,Chennai
SUV,1,2017,₹ 7.69 Lakh,Petrol,Comprehensive,55435 Kms,Manual,2021.0,17.5 kmpl,5 Speed,Chennai
Sedan,1,2016,₹ 5.95 Lakh,Petrol,Third Party insurance,51396 Kms,Automatic,2014.0,18.5 kmpl,4 Speed ,Chennai
Hatchback,2,2015,₹ 3.75 Lakh,Petrol,Third Party insurance,79063 Kms,Manual,2018.0,20.51 kmpl,5 Speed,Chennai
Sedan,1,2015,₹ 5.85 Lakh,Petrol,Third Party insurance,89570 Kms,Manual,2012.0,20.73 kmpl,5 Speed,Chennai
Sedan,2,2012,₹ 4.50 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2013.0,17.01 kmpl,5 Speed,Chennai
SUV,1,2022,₹ 21.50 Lakh,Diesel,Third Party insurance,30000 Kms,Manual,2012.0,16.14 kmpl,6-Speed,Chennai
Sedan,2,2012,₹ 9.95 Lakh,Diesel,Comprehensive,100000 Kms,Automatic,2017.0,18.88 kmpl,8 Speed,Chennai
Sedan,1,2021,₹ 11 Lakh,Petrol,Third Party insurance,18477 Kms,Manual,2018.0,17 kmpl,5 Speed,Chennai
Hatchback,3,2014,₹ 3.50 Lakh,Petrol,Comprehensive,120000 Kms,Manual,2014.0,16.47 kmpl,5 Speed,Chennai
Sedan,1,2018,₹ 7.30 Lakh,Petrol,Comprehensive,77204 Kms,Automatic,2015.0,20.28 kmpl,4 Speed,Chennai
Sedan,2,2012,₹ 10 Lakh,Diesel,Comprehensive,70000 Kms,Automatic,2017.0,16.73 kmpl,8 Speed Sport,Chennai
SUV,1,2013,₹ 17.91 Lakh,Diesel,Third Party insurance,78000 Kms,Manual,2017.0,13 kmpl,5 Speed,Chennai
Sedan,2,2012,₹ 13.50 Lakh,Diesel,Zero Dep,55000 Kms,Automatic,2021.0,22.69 kmpl,8 Speed,Chennai
Hatchback,1,2017,₹ 5.10 Lakh,Petrol,Third Party insurance,30272 Kms,Manual,2021.0,17 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 8.60 Lakh,Petrol,Third Party,64285 Kms,Manual,2021.0,18.88 kmpl,5 Speed,Chennai
Hatchback,3,2014,₹ 4.85 Lakh,Diesel,Comprehensive,76697 Kms,Manual,2016.0,22.54 kmpl,6 Speed,Chennai
Hatchback,1,2015,₹ 17 Lakh,Diesel,Comprehensive,100000 Kms,Automatic,2017.0,20.7 kmpl,6 Speed ,Chennai
Sedan,1,2017,₹ 6.36 Lakh,Petrol,Zero Dep,95291 Kms,Automatic,2022.0,21.21 kmpl,5 Speed,Chennai
Sedan,1,2017,₹ 5.71 Lakh,Petrol,Third Party insurance,84005 Kms,Manual,2022.0,17 kmpl,5 Speed,Chennai
SUV,1,2021,₹ 8.25 Lakh,Petrol,Third Party,8000 Kms,Automatic,2021.0,19.03 kmpl,5 Speed,Chennai
Hatchback,1,2021,₹ 3.93 Lakh,Petrol,Zero Dep,49254 Kms,Manual,2020.0,21.7 kmpl,5-Speed,Chennai
SUV,1,2021,₹ 11 Lakh,Diesel,Third Party insurance,20000 Kms,Manual,2010.0,18.4 kmpl,6-Speed,Chennai
Hatchback,2,2016,₹ 4.20 Lakh,Petrol,Comprehensive,97522 Kms,Manual,2021.0,18.9 kmpl,5 Speed,Chennai
SUV,1,2017,₹ 7.04 Lakh,Petrol,Third Party insurance,34097 Kms,Manual,2022.0,18.88 kmpl,5 Speed,Chennai
SUV,1,2022,₹ 9.50 Lakh,Petrol,Third Party insurance,10000 Kms,Automatic,2018.0,17.4 kmpl,CVT,Chennai
SUV,1,2022,₹ 90 Lakh,Diesel,Third Party insurance,3000 Kms,Automatic,2019.0,,9G-TRONIC,Chennai
Hatchback,0,2021,₹ 7.70 Lakh,Petrol,Comprehensive,19252 Kms,Manual,2021.0,20 kmpl,6 Speed IMT,Chennai
SUV,1,2020,₹ 12 Lakh,Diesel,Comprehensive,30000 Kms,Automatic,2016.0,,6-Speed,Chennai
Hatchback,3,2010,₹ 1.20 Lakh,Petrol,Comprehensive,80000 Kms,Manual,2018.0,14.6 kmpl,5-Speed,Chennai
Sedan,1,2021,₹ 7.50 Lakh,Petrol,Third Party insurance,25581 Kms,Manual,2019.0,20.85 kmpl,5 Speed,Chennai
SUV,1,2022,₹ 37.50 Lakh,Petrol,Third Party insurance,34000 Kms,Automatic,2017.0,12.78 kmpl,7-Speed DSG,Chennai
SUV,1,2018,₹ 26.55 Lakh,Diesel,Third Party insurance,45000 Kms,Automatic,2015.0,20.68 kmpl,8 Speed,Chennai
Hatchback,2,2019,₹ 4.10 Lakh,Petrol,Comprehensive,20000 Kms,Automatic,2020.0,24.04 kmpl,5 Speed,Chennai
SUV,1,2021,₹ 10.50 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2021.0,20 kmpl,5 Speed,Chennai
Hatchback,1,2016,₹ 6.22 Lakh,Diesel,Comprehensive,123394 Kms,Manual,2017.0,27.39 kmpl,5 Speed,Chennai
Hatchback,2,2018,₹ 7.30 Lakh,Diesel,Comprehensive,106275 Kms,Manual,2016.0,20.14 kmpl,5 Speed,Chennai
Sedan,1,2019,₹ 9.50 Lakh,Petrol,Third Party insurance,58416 Kms,Manual,2022.0,17.4 kmpl,5 Speed,Chennai
Hatchback,2,2017,₹ 3.57 Lakh,Petrol,Third Party,18704 Kms,Manual,2021.0,23.95 kmpl,5 Speed,Chennai
Sedan,1,2015,₹ 6.21 Lakh,Petrol,Comprehensive,27166 Kms,Manual,2020.0,17.4 kmpl,5 Speed ,Chennai
Sedan,2,2020,₹ 11.25 Lakh,Petrol,Third Party,30000 Kms,Automatic,2019.0,18.3 kmpl,CVT,Chennai
SUV,1,2021,₹ 16.39 Lakh,Diesel,Third Party,76384 Kms,Automatic,2017.0,18 kmpl,6-Speed,Chennai
SUV,1,2017,₹ 12.15 Lakh,Diesel,Third Party insurance,45000 Kms,Automatic,2012.0,17.01 kmpl,6 Speed,Chennai
Hatchback,1,2016,₹ 6.35 Lakh,Petrol,Third Party insurance,17160 Kms,Manual,2013.0,18.6 kmpl,5 Speed,Chennai
SUV,1,2022,₹ 14.66 Lakh,Petrol,Third Party insurance,15817 Kms,Manual,2014.0,20.08 kmpl,6-Speed,Chennai
Hatchback,2,2021,₹ 5 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2018.0,21.74 kmpl,5 Speed,Chennai
Hatchback,0,2020,₹ 4.25 Lakh,Petrol,Third Party insurance,31268 Kms,Manual,2014.0,21.74 kmpl,5 Speed,Chennai
Hatchback,1,2019,₹ 5 Lakh,Petrol,Third Party insurance,7267 Kms,Manual,2010.0,23.1 kmpl,5 Speed ,Chennai
Hatchback,2,2017,₹ 5.50 Lakh,Petrol,Comprehensive,30000 Kms,Manual,2021.0,18.7 kmpl,5 Speed,Chennai
Hatchback,2,2012,"₹ 87,000 ",Petrol,Third Party insurance,60000 Kms,Manual,2018.0,25.4 kmpl,4 Speed,Chennai
SUV,3,2013,₹ 4.90 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2016.0,12.05 kmpl,6 Speed,Chennai
Sedan,1,2014,₹ 3 Lakh,Petrol,Comprehensive,222996 Kms,Manual,2017.0,18.6 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 7.70 Lakh,Petrol,Comprehensive,30742 Kms,Manual,2016.0,17.5 kmpl,5 Speed,Chennai
Hatchback,1,2014,₹ 3.90 Lakh,Diesel,Zero Dep,110000 Kms,Manual,2016.0,25.2 kmpl,5 Speed,Chennai
Hatchback,2,2010,₹ 2.10 Lakh,Diesel,Third Party insurance,132787 Kms,Manual,2021.0,20 kmpl,5 Speed,Chennai
SUV,1,2021,₹ 11.05 Lakh,Diesel,Comprehensive,29351 Kms,Automatic,2017.0,22.07 kmpl,6-Speed,Chennai
SUV,1,2018,₹ 7.25 Lakh,Petrol,Comprehensive,10048 Kms,Manual,2018.0,17 kmpl,6 Speed,Chennai
Sedan,2,2016,₹ 5.80 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2017.0,20.73 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 6.59 Lakh,Petrol,Comprehensive,14696 Kms,Automatic,2018.0,21.4 kmpl,CVT,Chennai
Hatchback,1,2016,₹ 3.56 Lakh,Petrol,Third Party insurance,27153 Kms,Manual,2014.0,25.17 kmpl,5 Speed,Chennai
Hatchback,1,2016,₹ 4.80 Lakh,Petrol,Zero Dep,50000 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Chennai
MUV,1,2021,₹ 6.89 Lakh,Petrol,Comprehensive,43879 Kms,Manual,2009.0,20 kmpl,5 Speed,Chennai
Hatchback,1,2017,₹ 6.25 Lakh,Petrol,Third Party insurance,40480 Kms,Manual,2022.0,16.2 kmpl,5 Speed,Chennai
SUV,1,2018,₹ 8.03 Lakh,Petrol,Third Party insurance,32112 Kms,Manual,2022.0,17 kmpl,5 Speed,Chennai
Hatchback,2,2017,₹ 5.16 Lakh,Petrol,Comprehensive,31239 Kms,Manual,2013.0,25.24 kmpl,5-Speed,Chennai
Sedan,1,2018,₹ 9.50 Lakh,Diesel,Third Party insurance,20000 Kms,Manual,2021.0,28.09 kmpl,5 Speed,Chennai
SUV,2,2014,₹ 8.25 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2019.0,15.1 kmpl,6 Speed ,Chennai
Hatchback,1,2017,₹ 3.75 Lakh,Diesel,Third Party insurance,91112 Kms,Manual,2009.0,25.32 kmpl,5 Speed,Chennai
Hatchback,0,2009,₹ 1.80 Lakh,Petrol,Comprehensive,68767 Kms,Manual,2017.0,19.7 kmpl,5 Speed,Chennai
MUV,1,2022,₹ 19 Lakh,Petrol,Third Party insurance,30000 Kms,Automatic,2022.0,16.5 kmpl,7-Speed DCT,Chennai
SUV,1,2022,₹ 9 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2018.0,18.4 kmpl,5-Speed,Chennai
Hatchback,1,2013,₹ 2.05 Lakh,Petrol,Third Party insurance,42600 Kms,Manual,2016.0,22.74 kmpl,5 Speed,Chennai
Hatchback,0,2021,₹ 7.10 Lakh,Petrol,Third Party insurance,13270 Kms,Manual,2016.0,21.01 kmpl,5 Speed,Chennai
Sedan,1,2019,₹ 6.30 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2017.0,21.21 kmpl,5 Speed,Chennai
Sedan,3,2009,₹ 1.55 Lakh,Petrol,Third Party insurance,120000 Kms,Manual,2019.0,15.3 kmpl,,Chennai
Sedan,2,2017,₹ 7.99 Lakh,Petrol,Third Party insurance,22286 Kms,Manual,2009.0,17.8 kmpl,5 Speed,Chennai
Hatchback,1,2022,₹ 6.30 Lakh,Petrol,Comprehensive,12132 Kms,Manual,2021.0,20.52 kmpl,5 Speed,Chennai
Hatchback,1,2018,₹ 4.15 Lakh,Petrol,Third Party insurance,79048 Kms,Manual,2020.0,19.01 kmpl,5-Speed,Chennai
Hatchback,3,2016,₹ 4.17 Lakh,Petrol,Zero Dep,48360 Kms,Manual,2015.0,23.84 kmpl,5 Speed,Chennai
Hatchback,2,2016,₹ 3.34 Lakh,Petrol,Comprehensive,54538 Kms,Manual,2008.0,25.17 kmpl,5 Speed,Chennai
Sedan,1,2017,₹ 5.90 Lakh,Petrol,Comprehensive,32157 Kms,Manual,2017.0,20.85 kmpl,5 Speed,Chennai
SUV,1,2019,₹ 10.29 Lakh,Petrol,Comprehensive,34182 Kms,Manual,2018.0,16.8 kmpl,6-Speed,Chennai
